,Scientific Name,Common Name,Duration,Habit,Sun,Water
961,Erythranthe bicolor,Yellow-and-white Monkeyflower,Annual,Herb,Part-shade,Moist
962,Erythranthe cardinalis,"Scarlet Monkeyflower, Crimson Monkeyflower, Scarlet Monkey-flower",Perennial,Herb,Part-shade,Moist
963,Erythranthe dentata,"Coastal Monkeyflower, Toothed Monkeyflower, Tooth-leaved Monkeyflower, Toothleaf Monkeyflower",Perennial,Herb,,
964,Erythranthe glaucescens,"Shieldbract Monkeyflower, Shield-bracted Monkeyflower",Annual,Herb,,
965,Erythranthe guttata,"Seep Monkeyflower, Common Monkeyflower, Yellow Monkeyflower, Golden Monkeyflower, Seep Monkey-flower, Common Yellow Monkeyflower",Perennial,Herb,Part-shade,Moist
966,Erythranthe laciniata,"Cutleaf Monkeyflower, Cut-leaved Monkeyflower",Annual,Herb,,
967,Erythranthe lewisii,"Lewis' Monkeyflower, Purple Monkeyflower, Great Purple Monkeyflower, Pink Monkeyflower",Perennial,Herb,Part-shade,Wet
968,Erythranthe moschata,"Muskflower, Musk Monkeyflower, Sticky Monkeyflower",Perennial,Herb,,
969,Erythranthes primuloides,"Primrose Monkeyflower, Yellow Creeping Monkeyflower, Creeping Yellow Monkeyflower, Yellow Creeping Monkey-flower",Perennial,Herb,Part-shade,Wet
970,,,,,,
971,,,,,,
972,Erythronium albidum,"White Troutlily, White Dogtooth-violet, White Fawnlily, Adder's-tongue",Perennial,Herb,"Shade, Part-shade","Moist, Dry"
973,Erythronium grandiflorum,"Yellow Avalanche-lily, Yellow Fawn-lily, Yellow Dogtooth Violet, Glacier Lily",Perennial,Herb,Part-shade,Moist
974,Erythronium revolutum,"Mahogany Fawnlily, Mahogany Fawn-lily, Bog Fawn-lily",Perennial,Herb,Part-shade,Moist
975,Erythronium rostratum,"Yellow Troutlily, Dog-tooth Violet, Yellow Fawnlily, Beaked Troutlily",Perennial,Herb,,
976,Euonymus americanus,"American Strawberry Bush, Strawberry Bush, Brook Euonymus, Hearts-a-burstin, Bursting Heart, Wahoo",Perennial,Shrub,Part-shade,Moist
977,Euonymus atropurpureus,"Burningbush, Eastern Wahoo, Burning Bush, Wahoo, Waahoo, Whahoo, Spindle Tree",Perennial,Shrub,Part-shade,
978,Euonymus obovatus,"Running Strawberry Bush, Running Euonymus",Perennial,Herb,Shade,Moist
979,Eupatorium capillifolium,"Dogfennel, Dog Fennel",Perennial,Herb,,
980,Eupatorium mohrii,Mohr's Thoroughwort,Perennial,"Herb, Subshrub",Sun,
981,Eupatorium perfoliatum,Common Boneset,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist"
982,Eupatorium rotundifolium,Roundleaf Thoroughwort,Perennial,Herb,,
983,Eupatorium serotinum,"White Boneset, Lateflowering Thoroughwort, Late Boneset, Late-flowering Boneset",Perennial,Herb,Part-shade,Moist
984,Euphorbia cyathophora,"Wild Poinsettia, Poinsettia, Fire On The Mountain",Annual,Herb,Sun,Moist
985,Euphorbia heterophylla,"Mexican Fireplant, Wild Poinsettia",Annual,Herb,,
986,Euphorbia marginata,"Snow On The Mountain, Snow-on-the-mountain",Annual,Herb,Part-shade,Moist
987,Euphorbia spathulata,Warty Spurge,Annual,Herb,,
988,Euphrasia randii,Small Eyebright,Annual,Herb,,
989,Eurybia hemispherica,Southern Prairie Aster,Perennial,Herb,,
990,Eurybia macrophylla,"Bigleaf Aster, Large-leaf Wood-aster",Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
991,Eurybia merita,Subalpine Aster,Perennial,Herb,,
992,Eurybia radula,Low Rough Aster,Perennial,Herb,,
993,Eurybia sibirica,"Arctic Aster, Siberian Wood-aster",Perennial,Herb,Sun,Dry
994,Eustoma exaltatum,"Catchfly Prairie Gentian, Bluebell Gentian, Western Blue Gentian, Blue Marsh Lily, Small Bluebell, Catchfly Gentian, Seaside Gentian",Annual,Herb,"Sun, Part-shade",Moist
995,Euthamia caroliniana,"Slender Goldentop, Slender Fragrant Goldenrod",Perennial,Herb,,
996,Euthamia graminifolia,"Flat-top Goldentop, Grass-leaved Goldenrod",Perennial,Herb,Sun,Moist
997,Euthamia gymnospermoides,Texas Goldentop,Perennial,Herb,,
998,Euthamia leptocephala,"Bushy Goldentop, Slender-headed Euthamia",Perennial,Herb,,
999,Eutrochium fistulosum,"Joe-pye Weed, Trumpetweed, Queen Of The Meadow, Hollow Joe-pye Weed",Perennial,Herb,Sun,"Moist, Dry"
1000,Eutrochium purpureum,"Purple Joepyeweed, Sweet-scented Joepyeweed, Sweet Joepyeweed",Perennial,Herb,"Sun, Shade, Part-shade",Moist
1001,Evolvulus sericeus,"Silver Dwarf Morning-glory, White Evolvulus",Perennial,Herb,Sun,Dry
1002,Fagus grandifolia,"American Beech, White Beech, Red Beech, Ridge Beech, Beechnut Tree",Perennial,Tree,"Shade, Part-shade",Moist
1003,Festuca californica,California Fescue,Perennial,Grass/Grass-like,Part-shade,Dry
1004,Festuca idahoensis,"Idaho Fescue, Bunchgrass Fescue, Blue Bunchgrass",Perennial,Grass/Grass-like,Sun,
1005,Festuca rubra,Red Fescue,Perennial,Grass/Grass-like,Sun,Wet
1006,Festuca subverticillata,Nodding Fescue,Perennial,Grass/Grass-like,Part-shade,
1007,Ficus aurea,"Florida Strangler Fig, Strangler Fig",Perennial,Tree,,
1008,Filipendula rubra,"Queen Of The Prairie, Queen-of-the-prairie",Perennial,Herb,Part-shade,Moist
1009,Fimbristylis autumnalis,Slender Fimbry,Annual,Grass/Grass-like,,
1010,Fimbristylis vahlii,Vahl's Fimbry,Annual,Grass/Grass-like,,
1011,Flaveria chlorifolia,Clasping Yellowtops,Annual,Herb,,
1012,Flaveria trinervia,Clustered Yellowtops,Annual,Herb,"Sun, Part-shade",Moist
1013,Fleischmannia incarnata,Pink Thoroughwort,Perennial,Herb,,
1014,Floerkea proserpinacoides,False Mermaidweed,Annual,Herb,,
1015,Forestiera acuminata,"Eastern Swamp Privet, Swamp Privet, Texas Privet",Perennial,Shrub,Part-shade,Wet
1016,Forestiera pubescens,"Elbowbush, Stretchberry, Spring Herald, Desert Olive, Tanglewood, Devil's Elbow, Spring Goldenglow, New Mexico Privet, Texas Forsythia",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
1017,Fothergilla gardenii,"Dwarf Witchalder, Dwarf Witch-alder, Dwarf Fothergilla",Perennial,Shrub,"Sun, Part-shade",
1018,Fragaria chiloensis,"Beach Strawberry, Coast Strawberry, Chilean Strawberry",Perennial,Herb,"Sun, Shade, Part-shade",Dry
1019,Fragaria vesca,"Woodland Strawberry, California Strawberry, Wood Strawberry",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
1020,Fragaria virginiana,"Virginia Strawberry, Wild Strawberry",Perennial,Herb,"Sun, Part-shade",Dry
1021,Frangula betulifolia,"Beechleaf Frangula, Birchleaf Buckthorn",Perennial,"Shrub, Tree",,
1022,Frangula caroliniana,"Carolina Buckthorn, Carolina False Buckthorn, Yellow Buckthorn, Indian Cherry, Yellowwood",Perennial,Tree,Part-shade,Moist
1023,Frangula purshiana,"Cascara Buckthorn, Cascara",Perennial,"Shrub, Tree",Shade,Moist
1024,Fraxinus americana,"White Ash, American Ash, Cane Ash, Smallseed White Ash, Biltmore White Ash, Biltmore Ash",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
1025,Fraxinus berlandieriana,"Mexican Ash, Berlandier Ash, Berlandier's Ash, Plumero",Perennial,Tree,Part-shade,Dry
1026,Fraxinus caroliniana,"Carolina Ash, Pop Ash, Water Ash, Swamp Ash, Florida Ash, Poppy Ash",Perennial,Tree,Shade,
1027,Fraxinus latifolia,Oregon Ash,Perennial,Tree,Sun,"Wet, Moist"
1028,Fraxinus nigra,Black Ash,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
1029,Fraxinus pennsylvanica,"Green Ash, Red Ash, Swamp Ash, River Ash, Water Ash, Darlington Ash",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry"
1030,Fraxinus profunda,Pumpkin Ash,Perennial,Tree,"Sun, Part-shade","Wet, Moist"
1031,Fraxinus velutina,"Arizona Ash, Velvet Ash, Desert Ash, Leatherleaf Ash, Smooth Ash, Modesto Ash, Toumey Ash, Standley Ash",Perennial,Tree,Sun,Dry
1032,Fritillaria agrestis,Stinkbells,Perennial,Herb,,
1033,Fritillaria camschatcensis,"Kamchatka Fritillary, Black Lily",Perennial,Herb,,
1034,Fuirena simplex,"Western Umbrella-sedge, Umbrellagrass, Western Umbrella Sedge",Perennial,Grass/Grass-like,,
1035,Fuirena squarrosa,Hairy Umbrella Sedge,Perennial,Grass/Grass-like,,
1036,Funastrum cynanchoides,"Fringed Twinevine, Climbing Milkweed Vine, Twine-vine",Perennial,Vine,Part-shade,Dry
1037,Funastrum torreyi,"Soft Twinevine, Soft Twine Vine",Perennial,Vine,Part-shade,Dry
1038,Gaillardia pulchella,"Indian Blanket, Firewheel, Girasol Rojo",Annual,Herb,"Sun, Part-shade",Dry
1039,Galactia elliottii,"Elliott's Milkpea, White Milkpea",Perennial,"Herb, Vine",,
1040,Galactia volubilis,Downy Milkpea,Perennial,Vine,,
1041,Galax urceolata,"Beetleweed, Galax, Coltsfoot, Wand Flower",Perennial,Herb,"Shade, Part-shade","Moist, Dry"
1042,Galium aparine,"Stickywilly, Catchweed Bedstraw, Cleavers, Common Bedstraw, Sticky Weed, Goose Grass",Annual,"Herb, Vine",Shade,
1043,Galium asprellum,Rough Bedstraw,Perennial,Herb,Part-shade,
1044,Galium boreale,Northern Bedstraw,Perennial,Herb,"Sun, Shade, Part-shade",Moist
1045,Galium brevipes,Limestone Swamp Bedstraw,Perennial,Herb,,
1046,Galium circaezans,Licorice Bedstraw,Perennial,Subshrub,,
1047,Galium concinnum,Shining Bedstraw,Perennial,Herb,,
1048,Galium labradoricum,Northern Bog Bedstraw,Perennial,Herb,,
1049,Galium obtusum,Bluntleaf Bedstraw,Perennial,Herb,Part-shade,
1050,Galium palustre,Common Marsh Bedstraw,Perennial,Herb,,
1051,Galium tinctorium,Stiff Marsh Bedstraw,Perennial,Herb,Part-shade,
1052,Galium trifidum,Threepetal Bedstraw,Perennial,Vine,Part-shade,
1053,Galium triflorum,"Fragrant Bedstraw, Sweet-scented Bedstraw",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
1054,Galium uncinulatum,Bristly Bedstraw,Perennial,Herb,,
1055,Galium uniflorum,Oneflower Bedstraw,Perennial,Herb,,
1056,Gamochaeta pensylvanica,Pennsylvania Everlasting,Annual,Herb,,
1057,Gaultheria hispidula,"Creeping Snowberry, Creeping-snowberry",Perennial,Shrub,Shade,"Wet, Moist"
1058,Gaultheria ovatifolia,Western Teaberry,Perennial,Subshrub,Shade,"Wet, Moist"
1059,Gaultheria procumbens,"Eastern Teaberry, Wintergreen, Checkerberry",Perennial,Shrub,"Shade, Part-shade","Moist, Dry"
1060,Gaultheria shallon,Salal,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry"
1061,Gaylussacia baccata,Black Huckleberry,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist, Dry"
1062,Gaylussacia dumosa,Dwarf Huckleberry,Perennial,Shrub,Part-shade,
1063,Gaylussacia frondosa,"Blue Huckleberry, Dangleberry",Perennial,Shrub,Sun,Wet
1064,Gelsemium rankinii,"Swamp Jessamine, Rankin's Trumpetflower, Rankin's Jessamine, Swamp Yellow Jasmine",Perennial,Vine,"Sun, Part-shade","Wet, Moist"
1065,Gelsemium sempervirens,"Carolina Jessamine, Yellow Jessamine, Evening Trumpetflower, Poor Man's Rope",Perennial,Vine,"Sun, Part-shade",Moist
1066,Gentiana affinis,Pleated Gentian,Perennial,Herb,,Moist
1067,Gentiana alba,"Plain Gentian, Yellow Gentian, Cream Gentian",Perennial,Herb,Part-shade,Moist
1068,Gentiana algida,"Whitish Gentian, Arctic Gentian",Perennial,Herb,,
1069,Gentiana andrewsii,"Closed Bottle Gentian, Closed Gentian, Bottle Gentian",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
1070,Gentiana autumnalis,Pine Barren Gentian,Perennial,Herb,,
1071,Gentiana calycosa,Rainier Pleated Gentian,Perennial,Herb,Part-shade,Moist
1072,Gentiana catesbaei,Elliott's Gentian,Perennial,Herb,,
1073,Gentiana clausa,"Bottle Gentian, Blind Gentian",Perennial,Herb,"Sun, Part-shade",Moist
1074,Gentiana glauca,Pale Gentian,Perennial,Herb,,
1075,Gentiana linearis,"Narrowleaf Gentian, Narrow-leaved Gentian",Perennial,Herb,,
1076,Gentiana parryi,Parry's Gentian,Perennial,Herb,Sun,Moist
1077,Gentiana prostrata,Pygmy Gentian,Annual,Herb,,
1078,Gentiana rubricaulis,Closed Gentian,Perennial,Herb,,
1079,Gentiana saponaria,"Harvestbells, Soapwort Gentian",Perennial,Herb,Part-shade,
1080,Gentiana sceptrum,King's Scepter Gentian,Perennial,Herb,Part-shade,Wet
1081,Gentianella amarella,"Autumn Dwarf Gentian, Northern Gentian",Annual,Herb,,
1082,Gentianopsis barbellata,Perennial Fringed Gentian,Perennial,Herb,,
1083,Gentianopsis crinita,"Greater Fringed Gentian, Fringed Gentian",Annual,Herb,Part-shade,Moist
1084,Gentianopsis thermalis,"Rocky Mountain Fringed Gentian, Western Fringed Gentian",Annual,Herb,,
1085,Gentianopsis virgata,"Lesser Fringed Gentian, Smaller Fringed Gentian",Annual,Herb,,
1086,Geocaulon lividum,"False Toadflax, Northern Comandra",Perennial,Herb,,
1087,Geranium caespitosum,Pineywoods Geranium,Perennial,Subshrub,,
1088,Geranium californicum,"California Cranesbill, Mountain Geranium",Perennial,Herb,Part-shade,
1089,Geranium erianthum,Woolly Geranium,Perennial,Herb,Part-shade,Moist
1090,Geranium maculatum,"Spotted Geranium, Wild Geranium, Cranesbill",Perennial,Herb,"Shade, Part-shade",Moist
1091,Geranium richardsonii,Richardson's Geranium,Perennial,Herb,Part-shade,Moist
1092,Geranium robertianum,"Robert Geranium, Herb Robert",Annual,Herb,,
1093,Geranium viscosissimum,"Sticky Purple Geranium, Sticky Wild Geranium",Annual,Herb,"Sun, Shade, Part-shade",Moist
1094,Geum aleppicum,Yellow Avens,Perennial,Herb,Shade,Moist
1095,Geum canadense,White Avens,Perennial,Herb,"Shade, Part-shade","Moist, Dry"
1096,Geum laciniatum,Rough Avens,Perennial,Herb,Part-shade,
1097,Geum macrophyllum,"Largeleaf Avens, Large-leaf Avens",Perennial,Herb,Shade,
1098,Geum peckii,Mountain Avens,Perennial,Herb,Sun,"Wet, Moist"
1099,Geum rivale,"Purple Avens, Water Avens",Perennial,Herb,Sun,Wet
1100,Geum rossii,Ross's Avens,Perennial,Herb,,
1101,Geum triflorum,"Old Man's Whiskers, Prairie Smoke, Purple Avens",Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
1102,Geum vernum,Spring Avens,Perennial,Herb,,
1103,Geum virginianum,Cream Avens,Perennial,Herb,"Shade, Part-shade",Moist
1104,Glandularia tampensis,"Tampa Verbena, Tampa Mock-vervain",Perennial,Herb,Part-shade,Moist
1105,Gleditsia aquatica,"Water Locust, Swamp Locust",Perennial,Tree,,
1106,Gleditsia triacanthos,"Honey Locust, Common Honey Locust, Thorny Common Honey Locust, Honey Shucks Locust, Sweet Locust, Thorny Locust, Honey Shucks, Sweet Bean Tree",Perennial,Tree,Part-shade,Moist
1107,Glyceria borealis,Small Floating Mannagrass,Perennial,Grass/Grass-like,Sun,
1108,Glyceria canadensis,Rattlesnake Mannagrass,Perennial,Grass/Grass-like,Sun,
1109,Glyceria grandis,"American Mannagrass, American Manna Grass, Tall Manna Grass, Reed Meadowgrass",Perennial,Grass/Grass-like,Sun,Wet
1110,Glyceria laxa,"Limp Mannagrass, Lax Mannagrass",Perennial,Grass/Grass-like,,
1111,Glyceria melicaria,Melic Mannagrass,Perennial,Grass/Grass-like,Sun,
1112,Glyceria obtusa,Atlantic Mannagrass,Perennial,Grass/Grass-like,Part-shade,
1113,Glyceria striata,Fowl Mannagrass,Perennial,Grass/Grass-like,Part-shade,
1114,Glycyrrhiza lepidota,"American Licorice, Wild Licorice",Perennial,Herb,"Shade, Part-shade",Moist
1115,Goodyera oblongifolia,"Western Rattlesnake Plantain, Greenleaf Rattlesnake Plantain, Green-leaved Rattlesnake Plantain",Perennial,Herb,,
1116,Goodyera pubescens,Downy Rattlesnake Plantain,Perennial,Herb,Part-shade,"Moist, Dry"
1117,Goodyera repens,"Lesser Rattlesnake Plantain, Dwarf Rattlesnake Plantain",Perennial,Herb,,
1118,Goodyera tesselata,Checkered Rattlesnake Plantain,Perennial,Herb,,
1119,Gordonia lasianthus,"Gordonia, Loblolly Bay",Perennial,Shrub,Sun,Moist
1120,Gossypium hirsutum,Upland Cotton,Annual,Tree,,
1121,Gratiola aurea,Golden Hedgehyssop,Perennial,Herb,,
1122,Gratiola neglecta,Clammy Hedgehyssop,Annual,Herb,,
1123,Grindelia camporum,Great Valley Gumweed,Perennial,Subshrub,,
1124,Grindelia integrifolia,Puget Sound Gumweed,Perennial,"Herb, Subshrub",,
1125,Grindelia nana,Idaho Gumweed,Perennial,Herb,,
1126,Grindelia papposa,"Spanish Gold, Clasping-leaved Haplopappus, Saw-leaf Daisy",Annual,Herb,,
1127,Grindelia squarrosa,Curlycup Gumweed,"Annual, Biennial, Perennial",Herb,,Dry
1128,Grindelia stricta,Oregon Gumweed,Perennial,"Herb, Subshrub",,
1129,Gymnocarpium dryopteris,"Western Oakfern, Northern Oak Fern",Perennial,"Herb, Fern","Sun, Shade",Moist
1130,Gymnocarpium robertianum,Scented Oakfern,Perennial,"Herb, Fern","Shade, Part-shade",
1131,Habenaria repens,"Waterspider Bog Orchid, Water-spider Orchid",Perennial,Herb,,
1132,Habranthus tubispathus,"Rio Grande Copperlily, Copper Lily, Rio Grande Copper-lily",Perennial,Herb,Sun,Moist
1133,Hackelia floribunda,"Manyflower Stickseed, Many-flower Stickseed",Biennial,Herb,,
1134,Hackelia micrantha,Jessica Sticktight,Perennial,Herb,,
1135,Hackelia virginiana,"Beggarslice, Beggar's-lice, Stickseed, Sticktight, Wild Comfrey, Virginia Stickseed","Biennial, Perennial",Herb,,
1136,Halenia deflexa,American Spurred Gentian,Annual,Herb,,
1137,Halesia carolina,Carolina Silverbell,Perennial,Tree,Shade,
1138,Halesia diptera,"Two-wing Silverbell, Two-winged Silverbell, Silverbell, American Snowdrop Tree, Snowdrop Tree, Snowbell, Cowlicks",Perennial,"Shrub, Tree",Part-shade,Dry
1139,Halimolobos mollis,Soft Fissurewort,"Biennial, Perennial",Herb,,
1140,Hamamelis vernalis,"Ozark Witch-hazel, Vernal Witch-hazel",Perennial,Shrub,Part-shade,
1141,Hamamelis virginiana,"Witch-hazel, American Witch-hazel, Common Witch-hazel, Winterbloom, Snapping Hazelnut, Striped Alder, Spotted Alder, Tobacco-wood, Water-witch",Perennial,Tree,"Shade, Part-shade","Moist, Dry"
1142,Hamelia patens,"Scarletbush, Firebush, Hummingbird Bush, Scarlet Bush, Redhead",Perennial,Shrub,Sun,
1143,Harrimanella stelleriana,"Alaska Bellheather, Alaska Moss Heather",Perennial,Subshrub,,
1144,Hastingsia alba,White Rushlily,Perennial,Herb,,
1145,Hedysarum alpinum,"Alpine Sweetvetch, Alpine Sweet Broom, Licorice Root, Sweetbroom",Perennial,Herb,"Sun, Shade, Part-shade",Moist
1146,Heimia salicifolia,Shrubby Yellowcrest,Perennial,Shrub,Sun,Moist
1147,Helenium amarum,"Yellow Sneezeweed, Bitterweed, Yellow Bitterweed, Yellowdicks, Slender-leaved Sneezeweed, Fine-leaved Sneezweed, Yellow Dog-fennel",Annual,Herb,Part-shade,Dry
1148,Helenium autumnale,"Common Sneezeweed, Fall Sneezeweed, Autumn Sneezeweed",Perennial,Herb,Sun,Moist
1149,Helenium bigelovii,Bigelow's Sneezeweed,Perennial,Herb,,
1150,Helenium bolanderi,Coastal Sneezeweed,Perennial,Herb,,
1151,Helenium drummondii,Fringed Sneezeweed,Perennial,Herb,,
1152,Helenium flexuosum,"Purplehead Sneezeweed, Purple-head Sneezeweed",Perennial,Herb,Sun,
1153,Helenium microcephalum,Smallhead Sneezeweed,Annual,Herb,,
1154,Helenium puberulum,Rosilla,Annual,Herb,,
1155,Helenium vernale,Savanna Sneezeweed,Perennial,Herb,,
1156,Helianthella quinquenervis,Fivenerve Helianthella,Perennial,Herb,,
1157,Helianthus angustifolius,"Swamp Sunflower, Narrowleaf Sunflower, Narrow-leaved Sunflower",Perennial,Herb,Part-shade,Wet
1158,Helianthus annuus,"Common Sunflower, Annual Sunflower",Annual,Herb,Sun,Dry
1159,Helianthus californicus,California Sunflower,Perennial,Herb,Sun,Moist
1160,Helianthus ciliaris,Texas Blueweed,Perennial,Herb,,
1161,Helianthus debilis,"Cucumberleaf Sunflower, Cucumber-leaf Sunflower, Beach Sunflower",Annual,Herb,Sun,
1162,Helianthus decapetalus,"Thinleaf Sunflower, Ten-petaled Sunflower, Thin-leaved Sunflower, Pale Sunflower",Perennial,Herb,"Sun, Shade, Part-shade",Moist
1163,Helianthus giganteus,Giant Sunflower,Perennial,Herb,Sun,"Wet, Moist"
1164,Helianthus grosseserratus,Sawtooth Sunflower,Perennial,Herb,Sun,Moist
1165,Helianthus maximiliani,"Maximilian Sunflower, Max Sunflower",Perennial,Herb,Sun,"Moist, Dry"
1166,Helianthus microcephalus,Small Woodland Sunflower,Perennial,Herb,,
1167,Helianthus nuttallii,Nuttall's Sunflower,Perennial,Herb,,
1168,Helianthus occidentalis,"Fewleaf Sunflower, Western Sunflower",Perennial,Herb,Sun,"Moist, Dry"
1169,Helianthus paradoxus,"Paradox Sunflower, Puzzle Sunflower, Pecos Sunflower",Annual,Herb,,
1170,Helianthus simulans,"Muck Sunflower, Narrow-leaved Sunflower, Swamp Sunflower",Perennial,Herb,Part-shade,
1171,Helianthus strumosus,"Paleleaf Woodland Sunflower, Paleleaf Sunflower, Woodland Sunflower",Perennial,Herb,"Sun, Shade, Part-shade",Dry
1172,Helianthus tuberosus,"Jerusalem Artichoke, Sunchoke",Perennial,Herb,Sun,"Moist, Dry"
1173,Heliopsis helianthoides,"Smooth Oxeye, Oxeye Sunflower, False Sunflower",Perennial,Herb,"Sun, Part-shade",Dry
1174,Heliotropium angiospermum,"Scorpion's-tail, Scorpion-tail",Annual,Herb,"Sun, Part-shade",Moist
1175,Heliotropium curassavicum,"Salt Heliotrope, Seaside Heliotrope, Quail Plant, Cola De Mico, Cola De Gama",Annual,Herb,Sun,Dry
1176,Heliotropium greggii,Fragrant Heliotrope,Perennial,Herb,,
1177,Heliotropium molle,Soft Heliotrope,Perennial,Herb,,
1178,Heliotropium procumbens,Fourspike Heliotrope,"Annual, Perennial","Herb, Subshrub",,
1179,Helonias bullata,Swamp Pink,Perennial,Herb,,
1180,Hemizonia fasciculata,Clustered Tarweed,Annual,Herb,,
1181,Heracleum maximum,"Common Cowparsnip, Cow Parsnip",Perennial,Herb,Shade,Moist
1182,Hesperochiron californicus,California Hesperochiron,Perennial,Herb,,
1183,Hesperochiron pumilus,Dwarf Hesperochiron,Perennial,Herb,"Sun, Shade, Part-shade",Wet
1184,Heteranthera dubia,"Grassleaf Mudplantain, Water Stargrass",Annual,Herb,,
1185,Heteranthera limosa,"Blue Mudplantain, Blue Mud Plantain",Annual,Herb,,
1186,Heteropogon contortus,Tanglehead,Perennial,Grass/Grass-like,Sun,Dry
1187,Heuchera americana,"American Alumroot, Alumroot",Perennial,Herb,"Shade, Part-shade","Moist, Dry"
